F_returns,GE_returns,AAPL_returns,MSFT_returns,AAL_returns,DIS_returns
,,,,,
0.026703423138056293,0.00076227508568949,0.010258995105414614,0.013443288855174318,0.03394943560164854,0.007703079116508249
0.016143568738009595,0.011424011922337218,0.019122162760360162,0.02920531933538295,0.011074357484473385,0.015389393606064727
0.001765340608864685,0.011295363843428996,0.006934412797593437,0.0005415531964167997,0.0019216420431258374,0.011490830835647614
-0.01497798279281315,-0.02755040210262505,-0.025578619780582956,-0.02327357663808516,-0.03548129468051786,-0.01723631516371482
0.006261097755913436,-0.017610991782688212,0.009918005702470145,0.005984827836831075,-0.009346003464981045,-0.006477383179411267
0.017777571735845932,0.017147273569682486,0.01881790701766528,0.023245677782418817,-0.04737058431668717,0.016750263758897876
-0.0017465512459757804,-0.006130205068730521,-0.004675314499461902,-0.01098188463944505,-0.043404967371044934,-0.005622976619957809
-0.0104986047906791,0.016191250148757774,0.009858568924746347,0.01872392543511059,0.02577099203012323,-0.00406738657356942
-0.002652498733581421,0.023520542283467893,0.0033880573676889902,-0.005342937509522305,-0.015031139562800444,-0.0003984673970208741
0.008865144802014724,-0.011860741419228882,0.006238307106571028,0.011710406134591622,0.011554483283095385,-0.0010962026062604213
0.0,0.0345086351742947,0.013763920467675161,0.020176329186806674,-0.014008683014409717,0.019253825247356415
-0.004393670646805181,-0.00942714422361568,-0.002244143705648405,0.0038512817607001537,0.04393456273262997,-0.009396070449374183
-0.019678041417815817,0.024158110700389424,-0.028340078069915342,-0.0034217937264846565,-0.01842562819158655,-0.003161834684204834
-0.012773545289604726,0.03931389349267089,-0.04097215204439386,-0.011549370481095722,-0.0021331539706369584,-0.006442636515287425
0.02033256027338859,-0.0013755896038555315,-0.0028966161470198593,0.003684244854099017,-0.002137547034927967,-0.0008978346079396848
-0.007246402466980939,0.011019310969780927,-0.01391894338950228,-0.0233874657147638,-0.021208285218904277,-0.006889741035068564
0.013686019217328926,-0.04291556638612726,0.004357353225469041,-0.008698371766523105,-0.009630162368241213,0.01699181959780205
0.02880318164658391,0.023487602737882307,0.003483143420104806,0.021124281024813563,-0.06364629448628756,-0.012951039698202327
0.005249147868381376,0.0,-0.011569854073335661,0.01655014446375147,0.02430973894193844,-0.006109808397049887
-0.02175799842062731,-0.02155784256790838,0.018112022841644038,-0.024003356544924248,-0.010829555781915134,0.011085358724785666
0.001779389853101998,-0.0014213948886019345,0.02323628057539806,0.01582534849767292,0.010016166760677736,-0.002691087672173964
-0.004440524909925414,0.009252691987650552,0.044175105811232074,-0.015684226652390665,-0.025830031579538226,-0.004397283617933012
-0.0008920274825822139,-0.017630436492150015,0.001812295001272668,0.0059888400655669916,-0.0030778128727505516,-0.008632912229749046
0.01428557025952193,0.012203832580851559,0.03923333872267265,0.0115870786516854,0.017810433976439777,0.024200087760855693
-0.0017604025175314009,-0.0021277375212759297,0.007235039097778229,0.01113913797974031,-0.007483472342833197,0.013148815227630006
-0.0061728010904081865,0.014214823007818067,0.004806725905447395,-0.004261021978021029,0.01319509515506434,-0.006733094806084194
-0.018633616366461214,0.024526894165036506,0.007041060621683082,0.011794169249482955,-0.034883775731644806,-0.017879867905810087
0.013562373222414159,0.004787973444094318,0.0143038336907102,0.010006229067323735,0.013012125718615097,0.01710516516802607
-0.0017842486736296959,-0.0061267712449272205,-0.003803060792800017,-0.0021450426580181814,0.013320364837218213,0.0038354400181961346
-0.0008935248989654365,0.007534406542899497,-0.002333250323573899,0.003377828339229172,-0.0032862934064815663,0.003625100158139327
0.0035777815695450244,0.0,-0.009088345411957577,-0.0072427333599280885,0.017192669547149153,0.0046855375774248476
0.016042861992312085,0.021753892280319986,0.00933268270955967,0.0025801146746879944,0.02014356835757236,0.020598637566227262
0.005263247620833633,0.0,-0.0063237244928942005,-0.009984583436917216,-0.009759335359665777,-0.00666422341433881
-0.011343854801690312,-0.003991957577139993,-0.003636686797956923,0.001871380059297989,-0.0057300711227693535,-0.003929465411651734
0.015887104169982624,0.019371986980318168,0.007084987046452218,0.01286855894788319,0.020746743329440376,0.00125085240787004
0.0008686829468547153,0.001965861706632488,-0.002504895678691166,-0.0010247744197749986,-0.03161680601503336,9.61224070226141e-05
-0.0069444686609210216,-0.07259638507173849,0.006411783951171035,0.011897550199483353,-0.0018656323027502753,-0.011338489321110812
0.01573424980582039,0.02961903789932374,-0.0011150484266214677,-0.0035474480978991974,0.017756952924725233,-0.007580898499450983
-0.009466272014417632,0.0020549402559446595,0.0022853936335776037,0.0005084434778441782,0.030991787110656643,0.0008813920031653932
-0.006081818255566973,-0.030758720332319522,-0.003605772164384846,-0.0035583491464176165,-0.02939214765401188,-0.02455967864891173
0.009615406516997105,-0.0007053649076224078,-0.0021287876848931075,0.009590859917817829,-0.00665290702586574,0.0029089573852891792
0.0,-0.006351318597853761,-0.0033599806187195602,-0.0011116470646234111,0.005542698317164252,-0.0051010387651169165
0.01385286219727,0.0014204580609649131,0.018033903844546728,0.01972901753615175,0.01056502138594917,-0.0011057429385852302
0.002561910123694222,-0.027659642826198372,0.008357851326891597,0.008730823031911195,0.019545463241739114,0.008856604194883655
0.007666090536128767,0.006564717619959248,0.007715116148708567,0.005114832661923918,-0.015158428315494077,-0.002992782026465579
0.011834337447810261,-0.011594230453303322,0.003465900133995392,0.002935455622352201,0.00022644126513182705,0.01971180380761095
0.0050124351676463785,0.010263804018419531,-0.0026806345712183655,-0.01570881491252496,-0.007920386917885769,0.005495031246822046
0.005818931011272399,0.010885442977343729,-0.009097486572082203,0.007434412295371118,-0.01665129941847443,0.014736102133396045
-0.005785266942054723,0.0035893841636531754,-0.0024518793629650926,-0.005706639469261643,0.024356155791671164,0.0035582841619083982
0.006650065044879749,0.0,0.005490822567649323,0.0025729098262863292,-0.016983636777299194,-0.00019156018023192
-0.007431956588493938,-0.006437930440146511,-0.008217093654743213,-0.004540722085983218,-0.01128776451251301,0.018978167505153687
-0.01081517728885939,-0.01799838523518793,0.0005243412089659394,0.005651980101767373,0.0037280598407314347,0.022951794243746715
-0.000841102873885391,-0.016272287608926517,-0.010272783226081383,-0.012719458222331559,-0.007196112474516014,0.0009194812584816248
